2;3;;;6;;72030178;23701002;HY;105;1
2;3;;;2;;72020169;23700501;HY;106;1
2;3;;;1;;72020170;23803001;HY;106;1
2;3;;;7;;72020170;23803001;HY;106;1
2;3;;;3;;72020168;23700601;HY;106;1
2;3;;;4;;72020172;23701001;HY;106;1
2;3;;;5;;72020175;23701003;HY;106;1
2;3;;;6;;72020178;23701002;HY;106;1
2;1;59;;;;51050601;25050101;HY;101;3
2;1;59;;;;51050602;25050101;HY;102;3
2;1;59;;;;52050601;25050101;HY;103;3
2;1;59;;;;72010106;25050101;HY;104;3
2;1;59;;;;72030106;25050101;HY;105;3
2;1;59;;;;72020106;25050101;HY;106;3
2;4;;;;2;51050301;25050101;HY;101;3
2;4;;;;2;51050302;25050101;HY;102;3
2;4;;;;2;52050301;25050101;HY;103;3
2;4;;;;2;72010107;25050101;HY;104;3
2;4;;;;2;72030107;25050101;HY;105;3
2;4;;;;2;72020107;25050101;HY;106;3
2;1;60;;;;51052701;25050101;HY;101;3
2;1;60;;;;51052702;25050101;HY;102;3
2;1;60;;;;52052701;25050101;HY;103;3
2;1;60;;;;72010127;25050101;HY;104;3
2;1;60;;;;72030127;25050101;HY;105;3
2;1;60;;;;72020127;25050101;HY;106;3
2;4;;;;114;13652502;25050101;HY;101;3
2;4;;;;114;13652502;25050101;HY;102;3
2;4;;;;114;13652502;25050101;HY;103;3
2;4;;;;114;13652502;25050101;HY;104;3
2;4;;;;114;13652502;25050101;HY;105;3
2;4;;;;114;13652502;25050101;HY;106;3
2;1;51;;;;51054801;25050101;HY;101;3
2;1;51;;;;51054802;25050101;HY;102;3
2;1;51;;;;52054801;25050101;HY;103;3
2;1;51;;;;72010148;25050101;HY;104;3
2;1;51;;;;72030148;25050101;HY;105;3
2;1;51;;;;72020148;25050101;HY;106;3
2;1;52;;;;51051501;25050101;HY;101;3
2;1;52;;;;51051502;25050101;HY;102;3
2;1;52;;;;52051501;25050101;HY;103;3
2;1;52;;;;72010105;25050101;HY;104;3
2;1;52;;;;72030105;25050101;HY;105;3
2;1;52;;;;72020105;25050101;HY;106;3
2;1;53;;;;51052401;25050101;HY;101;3
2;1;53;;;;51052402;25050101;HY;102;3
2;1;53;;;;52052401;25050101;HY;103;3
2;1;53;;;;72010124;25050101;HY;104;3
2;1;53;;;;72030130;25050101;HY;105;3
2;1;53;;;;72020124;25050101;HY;106;3
2;1;54;;;;51052001;25050101;HY;101;3
2;1;54;;;;51052002;25050101;HY;102;3
2;1;54;;;;52051001;25050101;HY;103;3
2;1;54;;;;72010110;25050101;HY;104;3
2;1;54;;;;72030110;25050101;HY;105;3
2;1;54;;;;72020110;25050101;HY;106;3
2;1;55;;;;26100501;25050101;HY;101;3
2;1;55;;;;26100501;25050101;HY;102;3
2;1;55;;;;26100501;25050101;HY;103;3
2;1;55;;;;26100501;25050101;HY;104;3
2;1;55;;;;26100501;25050101;HY;105;3
2;1;55;;;;26100501;25050101;HY;106;3
2;1;56;;;;26101001;25050101;HY;101;3
2;1;56;;;;26101001;25050101;HY;102;3
2;1;56;;;;26101001;25050101;HY;103;3
2;1;56;;;;26101001;25050101;HY;104;3
2;1;56;;;;26101001;25050101;HY;105;3
2;1;56;;;;26101001;25050101;HY;106;3
2;4;;;;58;26102001;25050101;HY;101;3
2;4;;;;58;26102001;25050101;HY;102;3
2;4;;;;58;26102001;25050101;HY;103;3
2;4;;;;58;26102001;25050101;HY;104;3
2;4;;;;58;26102001;25050101;HY;105;3
2;4;;;;58;26102001;25050101;HY;106;3
2;1;57;;;;26101501;25050101;HY;101;3
2;1;57;;;;26101501;25050101;HY;102;3
2;1;57;;;;26101501;25050101;HY;103;3
2;1;57;;;;26101501;25050101;HY;104;3
2;1;57;;;;26101501;25050101;HY;105;3
2;1;57;;;;26101501;25050101;HY;106;3
2;4;;;;28;25250101;25050101;HY;101;3
2;4;;;;28;25250101;25050101;HY;102;3
2;4;;;;28;25250101;25050101;HY;103;3
2;4;;;;28;25250101;25050101;HY;104;3
2;4;;;;28;25250101;25050101;HY;105;3
2;4;;;;28;25250101;25050101;HY;106;3
2;1;58;;;;51056001;25050101;HY;101;3
2;1;58;;;;51056002;25050101;HY;102;3
2;1;58;;;;52056001;25050101;HY;103;3
2;1;58;;;;72010160;25050101;HY;104;3
2;1;58;;;;72030160;25050101;HY;105;3
2;1;58;;;;72020160;25050101;HY;106;3
2;4;;;;60;51054501;25050101;HY;101;3
2;4;;;;60;51054502;25050101;HY;102;3
2;4;;;;60;52054505;25050101;HY;103;3
2;4;;;;60;72010145;25050101;HY;104;3
2;4;;;;60;72030145;25050101;HY;105;3
2;4;;;;60;72020145;25050101;HY;106;3
2;4;;;;65;51059501;25050101;HY;101;3
2;4;;;;65;51059502;25050101;HY;102;3
2;4;;;;65;52059502;25050101;HY;103;3
2;4;;;;65;72010195;25050101;HY;104;3
2;4;;;;65;72030195;25050101;HY;105;3
2;4;;;;65;72020195;25050101;HY;106;3
2;4;;;;57;51055101;25050101;HY;101;3
2;4;;;;57;51055102;25050101;HY;102;3
2;4;;;;57;52055101;25050101;HY;103;3
2;4;;;;57;72010150;25050101;HY;104;3
2;4;;;;57;72030150;25050101;HY;105;3
2;4;;;;57;72020150;25050101;HY;106;3
2;4;;;;3;51051801;25050101;HY;101;3
2;4;;;;3;51051801;25050101;HY;102;3
2;4;;;;3;51051801;25050101;HY;103;3
2;4;;;;3;51051801;25050101;HY;104;3
2;4;;;;3;51051801;25050101;HY;105;3
2;4;;;;3;51051801;25050101;HY;106;3
2;4;;;;19;25050101;23803001;HY;101;3
2;4;;;;19;25050101;23803001;HY;102;3
2;4;;;;19;25050101;23803001;HY;103;3
2;4;;;;19;25050101;23803001;HY;104;3
2;4;;;;19;25050101;23803001;HY;105;3
2;4;;;;19;25050101;23803001;HY;106;3
2;4;;;;33;25050101;23803001;HY;101;3
2;4;;;;33;25050101;23803001;HY;102;3
2;4;;;;33;25050101;23803001;HY;103;3
2;4;;;;33;25050101;23803001;HY;104;3
2;4;;;;33;25050101;23803001;HY;105;3
2;4;;;;33;25050101;23803001;HY;106;3
2;4;;;;18;25050101;23700501;HY;101;3
2;4;;;;18;25050101;23700501;HY;102;3
2;4;;;;18;25050101;23700501;HY;103;3
2;4;;;;18;25050101;23700501;HY;104;3
2;4;;;;18;25050101;23700501;HY;105;3
2;4;;;;18;25050101;23700501;HY;106;3
2;4;;;;79;25050101;23700501;HY;101;3
2;4;;;;79;25050101;23700501;HY;102;3
2;4;;;;79;25050101;23700501;HY;103;3
2;4;;;;79;25050101;23700501;HY;104;3
2;4;;;;79;25050101;23700501;HY;105;3
2;4;;;;79;25050101;23700501;HY;106;3
2;4;;;;121;25050101;11051002;HY;101;3
2;4;;;;121;25050101;11051002;HY;102;3
2;4;;;;121;25050101;11051002;HY;103;3
2;4;;;;121;25050101;11051002;HY;104;3
2;4;;;;121;25050101;11051002;HY;105;3
2;4;;;;121;25050101;11051002;HY;106;3
2;4;;;;133;25050101;28151501;HY;101;3
2;4;;;;133;25050101;28151501;HY;102;3
2;4;;;;133;25050101;28151501;HY;103;3
2;4;;;;133;25050101;28151501;HY;104;3
2;4;;;;133;25050101;28151501;HY;105;3
2;4;;;;133;25050101;28151501;HY;106;3
2;1;61;;;;25050101;23702501;HY;101;3
2;1;61;;;;25050101;23702501;HY;102;3
2;1;61;;;;25050101;23702501;HY;103;3
2;1;61;;;;25050101;23702501;HY;104;3
2;1;61;;;;25050101;23702501;HY;105;3
2;1;61;;;;25050101;23702501;HY;106;3
2;4;;;;118;25050101;42950501;HY;101;3
2;4;;;;118;25050101;42950501;HY;102;3
2;4;;;;118;25050101;42950501;HY;103;3
2;4;;;;118;25050101;42950501;HY;104;3
2;4;;;;118;25050101;42950501;HY;105;3
2;4;;;;118;25050101;42950501;HY;106;3
2;1;62;;;;25050101;42505001;HY;101;3
2;1;62;;;;25050101;42505001;HY;102;3
2;1;62;;;;25050101;42505001;HY;103;3
2;1;62;;;;25050101;42505001;HY;104;3
2;1;62;;;;25050101;42505001;HY;105;3
2;1;62;;;;25050101;42505001;HY;106;3
2;1;63;;;;25050101;13652501;HY;101;3
2;1;63;;;;25050101;13652501;HY;102;3
2;1;63;;;;25050101;13652501;HY;103;3
2;1;63;;;;25050101;13652501;HY;104;3
2;1;63;;;;25050101;13652501;HY;105;3
2;1;63;;;;25050101;13652501;HY;106;3
2;1;64;;;;25050101;23650501;HY;101;3
2;1;64;;;;25050101;23650501;HY;102;3
2;1;64;;;;25050101;23650501;HY;103;3
2;1;64;;;;25050101;23650501;HY;104;3
2;1;64;;;;25050101;23650501;HY;105;3
2;1;64;;;;25050101;23650501;HY;106;3
